,go,pv,k,n,N,genes
170,GO_ORGANONITROGEN_COMPOUND_BIOSYNTHETIC_PROCESS,8.693416517775976e-25,274,867,1367,AARS1;ACLY;ADCY3;ADSL;AGPAT2;AGPAT3;AIMP2;AK2;ALAD;ALG1;ALG12;ALG14;ALG3;APEH;APRT;ASL;ATG7;ATP5F1A;ATP5F1B;ATP5MC1;ATP5MC2;ATP5MF;AURKAIP1;B3GAT3;B4GALT7;C1QBP;CALR;CANT1;CAPRIN1;CDC123;CDK4;CERS2;CHAC2;CHCHD1;CHPF2;COASY;COX10;COX15;COX5B;CYC1;DAD1;DCK;DCTD;DDOST;DHPS;DNAJC30;DOLPP1;DPH2;DPM3;DRG2;EARS2;EEF1A1;EEF2;EEFSEC;EIF3D;EIF3F;EIF3G;EIF3H;EIF3L;EIF4B;EIF4EBP1;EIF4EBP3;EIF4H;EIF5A;ELOVL1;ENOPH1;ERAL1;FARS2;FARSA;FLAD1;FPGS;FTSJ1;FXN;GADD45GIP1;GALNT10;GAPDH;GATB;GBGT1;GFPT2;GGT1;GLE1;GMPR2;GOT2;GSTK1;GSTP1;GUK1;HAND2;HARS1;HEXA;HMBS;HNRNPL;IARS2;IDH2;IMPDH2;KARS1;KHDRBS1;KHSRP;LARGE2;MALSU1;MAN1C1;MARS2;METAP1;MFSD2A;MGAT1;MGST2;MGST3;MIF4GD;MPI;MPV17L2;MRPL10;MRPL11;MRPL12;MRPL15;MRPL17;MRPL23;MRPL24;MRPL27;MRPL28;MRPL3;MRPL34;MRPL36;MRPL37;MRPL4;MRPL51;MRPL54;MRPL57;MRPL9;MRPS11;MRPS12;MRPS15;MRPS16;MRPS18A;MRPS18B;MRPS2;MRPS24;MRPS27;MRPS34;MRPS7;MTHFS;MTPN;NAXE;NME2;NMT1;NUDT14;OAT;OAZ1;OGFOD1;OST4;OXA1L;PARK7;PARP1;PARP16;PARP9;PCBD1;PDHB;PIGO;PIGT;PIGU;PKM;PLOD1;PLOD3;PNPO;POLR2G;POMGNT1;PPP1CA;PRMT1;PRPS1;PRPS2;PTDSS1;PYCR1;PYCR2;PYCR3;PYM1;QARS1;RACK1;RBM8A;RMND1;RPL10;RPL10A;RPL11;RPL12;RPL13;RPL13A;RPL14;RPL15;RPL18;RPL18A;RPL19;RPL23;RPL23A;RPL24;RPL26;RPL27;RPL27A;RPL28;RPL29;RPL3;RPL30;RPL31;RPL32;RPL34;RPL35;RPL35A;RPL36;RPL37;RPL37A;RPL4;RPL41;RPL5;RPL6;RPL7;RPL7A;RPL8;RPL9;RPLP0;RPLP1;RPLP2;RPS11;RPS12;RPS14;RPS15;RPS15A;RPS16;RPS17;RPS18;RPS19;RPS2;RPS20;RPS21;RPS23;RPS27;RPS28;RPS29;RPS3;RPS5;RPS6;RPS7;RPS8;RPS9;SDF2L1;SEPHS2;SHMT1;SHMT2;SLC25A39;SLC35B2;SLC35C1;SLC35C2;SRM;ST6GALNAC4;STOML2;SYVN1;TECR;TGFB1;TK2;TLR1;TMEM14C;TMEM258;TNFRSF1A;TRAP1;TRMT112;TRUB2;TSPO;TUFM;TYROBP;UBA52;UMPS;UROD;VARS1;VCP;VEGFB;YARS2;ZDHHC12;ZDHHC24;ZDHHC4
260,GO_MITOCHONDRION,2.5120037252996458e-24,257,800,1367,AARS1;ABCB7;ABCD1;ABCG1;ACAA2;ACO2;ACOT2;AK2;ALDH1B1;ALKBH3;APEX1;APEX2;APH1A;ARAF;ATP5F1A;ATP5F1B;ATP5MC1;ATP5MC2;ATP5MF;ATPAF2;AURKAIP1;BAK1;BCKDHA;BCKDK;BCL2L13;BID;BLOC1S1;BOLA3;BSG;C1QBP;CARD19;CHCHD1;CHCHD2;CHCHD5;CIAPIN1;CISD1;CISD3;CLPP;COA4;COA7;COASY;COX10;COX14;COX15;COX4I1;COX5B;COX6A1;COX7C;COX8A;CYB5R1;CYC1;DCK;DCPS;DCTPP1;DDX28;DGAT2;DLST;DMAC1;DMAC2;DNAJC30;DNAJC5;EARS2;ECH1;ECHDC3;ECHS1;ELK1;EMC8;ERAL1;ETHE1;FAHD1;FARS2;FEN1;FIBP;FIS1;FKBP4;FLAD1;FPGS;FXN;GADD45GIP1;GATB;GCAT;GCK;GOT2;GPX1;GPX4;GSK3A;GSTK1;GSTP1;HARS1;HDHD5;HIBADH;HIGD2A;HINT2;HK1;HMGCL;HS1BP3;HSD17B10;HSP90AB1;HTRA2;IARS2;IDH2;IDH3G;IVD;JTB;KARS1;LONP1;MAIP1;MALSU1;MAP2K1;MAP2K2;MARS2;MDH2;MECR;MFN2;MICOS13;MICU1;MIEF1;MPC1L;MPV17L2;MRPL10;MRPL11;MRPL12;MRPL15;MRPL17;MRPL23;MRPL24;MRPL27;MRPL28;MRPL3;MRPL34;MRPL36;MRPL37;MRPL4;MRPL51;MRPL54;MRPL57;MRPL9;MRPS11;MRPS12;MRPS15;MRPS16;MRPS18A;MRPS18B;MRPS2;MRPS24;MRPS27;MRPS34;MRPS7;MSRA;MSRB2;MTHFS;MTLN;MUL1;NAXE;NDUFA11;NDUFA12;NDUFA2;NDUFA8;NDUFAF3;NDUFAF8;NDUFB10;NDUFB11;NDUFB2;NDUFB6;NDUFB7;NDUFC1;NDUFS6;NDUFS7;NDUFS8;NIPSNAP1;NME2;NMT1;NUDT1;OAT;OGDH;OXA1L;PARK7;PARP1;PARP9;PCK2;PDHB;PHB;PHB2;PKM;POLDIP2;POR;PPM1M;PPP2R1A;PRDX3;PRELID1;PRKACA;PTGES;PTPMT1;PYCARD;PYCR1;PYCR2;QARS1;RAB29;RACK1;RBFA;RMDN3;RMND1;RNF5;ROMO1;RPS3;SAMM50;SDHA;SHC1;SHMT2;SIRT2;SLC25A11;SLC25A20;SLC25A22;SLC25A23;SLC25A26;SLC25A3;SLC25A39;SLC25A5;SLC25A6;SLC9A1;STING1;STMP1;STOML2;SUGCT;SUOX;TDRKH;TGM2;TIMM17B;TIMM8B;TK2;TMBIM6;TMEM11;TMEM14C;TNFRSF1A;TOMM40L;TOMM7;TRAP1;TRUB2;TSPO;TST;TUFM;TXN2;UBA1;UBA52;UBB;UBIAD1;UQCR10;UQCR11;UQCRC1;UQCRQ;VAT1;WDR81;YARS2;YKT6;YWHAE;YWHAH;YWHAQ
35,GO_PROTEIN_TARGETING,3.784825895045152e-24,117,261,1367,ACAA1;ACOT2;ACOT4;AIP;AP3D1;BID;CDC37;CDK5;ECH1;FIS1;GET3;GSK3A;GSTK1;HMGCL;HTRA2;ITGB2;KATNB1;MAIP1;MFN2;MIEF1;NUCB1;OS9;OXA1L;PEX14;PEX16;PEX19;RHOD;ROMO1;RPL10;RPL10A;RPL11;RPL12;RPL13;RPL13A;RPL14;RPL15;RPL18;RPL18A;RPL19;RPL23;RPL23A;RPL24;RPL26;RPL27;RPL27A;RPL28;RPL29;RPL3;RPL30;RPL31;RPL32;RPL34;RPL35;RPL35A;RPL36;RPL37;RPL37A;RPL4;RPL41;RPL5;RPL6;RPL7;RPL7A;RPL8;RPL9;RPLP0;RPLP1;RPLP2;RPS11;RPS12;RPS14;RPS15;RPS15A;RPS16;RPS17;RPS18;RPS19;RPS2;RPS20;RPS21;RPS23;RPS27;RPS28;RPS29;RPS3;RPS5;RPS6;RPS7;RPS8;RPS9;SAE1;SAMM50;SGTA;SLC25A6;SPCS1;SREBF2;SRP14;SRP68;SSR2;TIMM17B;TIMM8B;TOMM40L;TOMM7;TSPO;UBA52;UBB;UBE2D2;UBE2J2;UBE2L3;UBL5;VPS11;VPS37C;YWHAE;YWHAQ;ZDHHC12;ZDHHC24;ZDHHC4
192,GO_RNA_CATABOLIC_PROCESS,8.8839076072215e-24,104,220,1367,APEX1;DCPS;DKC1;EXOSC1;EXOSC4;EXOSC5;FEN1;KHSRP;LSM2;LSM4;MAPKAPK2;MYD88;NBDY;NT5C3B;OAS2;POLR2G;PPP2R1A;PSMA7;PSMB10;PSMB4;PSMB5;PSMB6;PSMC3;PSMD10;PSMD2;PSMD3;PSMD8;PSMD9;PSME1;PSME2;PSMF1;PYM1;RBM8A;RNASEH2A;RNH1;RPL10;RPL10A;RPL11;RPL12;RPL13;RPL13A;RPL14;RPL15;RPL18;RPL18A;RPL19;RPL23;RPL23A;RPL24;RPL26;RPL27;RPL27A;RPL28;RPL29;RPL3;RPL30;RPL31;RPL32;RPL34;RPL35;RPL35A;RPL36;RPL37;RPL37A;RPL4;RPL41;RPL5;RPL6;RPL7;RPL7A;RPL8;RPL9;RPLP0;RPLP1;RPLP2;RPS11;RPS12;RPS14;RPS15;RPS15A;RPS16;RPS17;RPS18;RPS19;RPS2;RPS20;RPS21;RPS23;RPS27;RPS28;RPS29;RPS3;RPS5;RPS6;RPS7;RPS8;RPS9;SERBP1;TNFSF13;TRIR;UBA52;UBB;XRN2;YBX1
120,GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE,2.4268699641986814e-22,94,195,1367,BAG6;BID;CDK5;CSK;FIS1;GET3;GORASP2;ITGB2;MAIP1;MIEF1;NMT1;OXA1L;PEX16;PEX19;RAB34;RAB8A;RACK1;ROMO1;RPL10;RPL10A;RPL11;RPL12;RPL13;RPL13A;RPL14;RPL15;RPL18;RPL18A;RPL19;RPL23;RPL23A;RPL24;RPL26;RPL27;RPL27A;RPL28;RPL29;RPL3;RPL30;RPL31;RPL32;RPL34;RPL35;RPL35A;RPL36;RPL37;RPL37A;RPL4;RPL41;RPL5;RPL6;RPL7;RPL7A;RPL8;RPL9;RPLP0;RPLP1;RPLP2;RPS11;RPS12;RPS14;RPS15;RPS15A;RPS16;RPS17;RPS18;RPS19;RPS2;RPS20;RPS21;RPS23;RPS27;RPS28;RPS29;RPS3;RPS5;RPS6;RPS7;RPS8;RPS9;SAMM50;SGTA;SRP14;SRP68;SSR2;SYS1;UBA52;VPS37C;YWHAE;YWHAH;YWHAQ;ZDHHC12;ZDHHC24;ZDHHC4
312,GO_RNA_BINDING,1.373161901675019e-21,258,836,1367,AARS1;ABT1;ACAA2;ALYREF;APEH;APEX1;APOBEC3C;ARF1;ASCC1;ATP5F1A;C1QBP;C7orf50;CALR;CAPRIN1;CCDC86;CCT3;CCT4;CDC42EP4;CDKN2A;CHCHD1;CLUH;CMSS1;CSTF2T;CTU2;DCPS;DDX28;DDX31;DDX41;DDX49;DHX37;DKC1;DPPA5;DRG2;DTD1;EARS2;EBNA1BP2;EDF1;EEF1A1;EEF2;EEFSEC;EIF3D;EIF3F;EIF3G;EIF3H;EIF3L;EIF4B;EIF4H;EIF5A;ERAL1;ERI3;EXOSC1;EXOSC4;EXOSC5;FAM32A;FARS2;FARSA;FAU;FBL;FKBP4;GANAB;GOT2;GRN;GRWD1;GTF3A;HDLBP;HNRNPA1;HNRNPF;HNRNPL;HSD17B10;HSP90AB1;IARS2;IMP4;IMPDH2;IPO5;KARS1;KHDRBS1;KHSRP;LGALS1;LONP1;LSM10;LSM2;LSM4;MAZ;MCRS1;MDH2;MIF4GD;MRPL10;MRPL11;MRPL12;MRPL15;MRPL23;MRPL27;MRPL28;MRPL3;MRPL37;MRPL4;MRPL54;MRPL9;MRPS11;MRPS12;MRPS15;MRPS18A;MRPS24;MRPS27;MRPS7;MSN;MYBBP1A;NHP2;NOC2L;NOC4L;NONO;NPM3;NUDT1;NUFIP1;OAS2;OAS3;OASL;P4HB;PARK7;PARP1;PCBP1;PDIA3;PDIA4;PEBP1;PEF1;PES1;PFN1;PHF5A;PKM;POLR2G;POP4;PPIA;PPIB;PRMT1;PTBP1;PUF60;PUSL1;PYM1;RACK1;RAVER1;RBM8A;RNASEH2A;RPL10;RPL10A;RPL11;RPL12;RPL13;RPL13A;RPL14;RPL15;RPL18;RPL18A;RPL19;RPL23;RPL23A;RPL24;RPL26;RPL27;RPL27A;RPL28;RPL29;RPL3;RPL30;RPL31;RPL32;RPL34;RPL35;RPL35A;RPL36;RPL37;RPL37A;RPL4;RPL41;RPL5;RPL6;RPL7;RPL7A;RPL8;RPL9;RPLP0;RPP25;RPP25L;RPP40;RPS11;RPS12;RPS14;RPS15;RPS15A;RPS16;RPS17;RPS18;RPS19;RPS2;RPS20;RPS21;RPS23;RPS27;RPS28;RPS3;RPS5;RPS6;RPS7;RPS8;RPS9;RPUSD2;RRP1;RRP9;RRS1;RTCB;S100A16;SELENOH;SERBP1;SF3B2;SF3B4;SF3B5;SHMT1;SLBP;SLC25A11;SLC25A5;SNRPB;SNRPC;SNRPD2;SNU13;SNUPN;SRP14;SRP68;SRSF9;SSRP1;STIP1;SUPT4H1;TBL3;TDRKH;THOC5;TPD52L2;TPT1;TRAP1;TRIM21;TRIM28;TRIR;TRUB2;TST;TUBA1B;TUFM;TWF2;U2AF2;UBA1;UBE2I;UBE2L3;VCP;WBP11;WDR3;WDR46;XRCC5;XRCC6;XRN2;YARS2;YBX1;YWHAE
413,GO_CELLULAR_NITROGEN_COMPOUND_CATABOLIC_PROCESS,6.404390705919013e-21,123,302,1367,ABCD1;AHCY;APEX1;APOBEC3C;BLVRA;BLVRB;DCPS;DCTPP1;DKC1;ERI3;EXOSC1;EXOSC4;EXOSC5;FEN1;GPX1;GSK3A;HINT1;HMOX2;HSF1;KHSRP;LSM2;LSM4;MAPKAPK2;MGAT1;MTHFS;MYD88;NBDY;NT5C3B;NUDT1;OAS2;PDE4A;POLR2G;POR;PPP2R1A;PSMA7;PSMB10;PSMB4;PSMB5;PSMB6;PSMC3;PSMD10;PSMD2;PSMD3;PSMD8;PSMD9;PSME1;PSME2;PSMF1;PYM1;RBM8A;RNASEH2A;RNH1;RPL10;RPL10A;RPL11;RPL12;RPL13;RPL13A;RPL14;RPL15;RPL18;RPL18A;RPL19;RPL23;RPL23A;RPL24;RPL26;RPL27;RPL27A;RPL28;RPL29;RPL3;RPL30;RPL31;RPL32;RPL34;RPL35;RPL35A;RPL36;RPL37;RPL37A;RPL4;RPL41;RPL5;RPL6;RPL7;RPL7A;RPL8;RPL9;RPLP0;RPLP1;RPLP2;RPS11;RPS12;RPS14;RPS15;RPS15A;RPS16;RPS17;RPS18;RPS19;RPS2;RPS20;RPS21;RPS23;RPS27;RPS28;RPS29;RPS3;RPS5;RPS6;RPS7;RPS8;RPS9;SERBP1;TNFSF13;TRIR;TST;UBA52;UBB;VCP;XRN2;YBX1
311,GO_STRUCTURAL_MOLECULE_ACTIVITY,1.0895823121841554e-20,122,300,1367,ACTB;ACTG1;ARPC1B;ARPC5;CHI3L1;CLTA;COL9A3;COPA;COPE;COPG1;CRELD1;DCTN3;HMGA1;KRT33B;KRT84;MALL;MBP;MEGF9;MPZL1;MRPL10;MRPL11;MRPL12;MRPL15;MRPL17;MRPL23;MRPL24;MRPL27;MRPL28;MRPL3;MRPL34;MRPL36;MRPL37;MRPL4;MRPL51;MRPL54;MRPL57;MRPL9;MRPS11;MRPS12;MRPS15;MRPS16;MRPS18A;MRPS18B;MRPS2;MRPS24;MRPS34;MRPS7;MSN;NDC1;NUP188;NUTF2;RPL10;RPL10A;RPL11;RPL12;RPL13;RPL13A;RPL14;RPL15;RPL18;RPL18A;RPL19;RPL23;RPL23A;RPL24;RPL26;RPL27;RPL27A;RPL28;RPL29;RPL3;RPL30;RPL31;RPL32;RPL34;RPL35;RPL35A;RPL36;RPL37;RPL37A;RPL4;RPL41;RPL5;RPL6;RPL7;RPL7A;RPL8;RPL9;RPLP0;RPLP1;RPLP2;RPS11;RPS12;RPS14;RPS15;RPS15A;RPS16;RPS17;RPS18;RPS19;RPS2;RPS20;RPS21;RPS23;RPS27;RPS28;RPS29;RPS3;RPS5;RPS6;RPS7;RPS8;RPS9;SEC13;TGFBI;TUBA1B;TUBA4A;TUBB6;TUBG1;UBA52;VPS25;ZP3
149,GO_ORGANIC_CYCLIC_COMPOUND_CATABOLIC_PROCESS,1.4781534041177972e-20,127,319,1367,ABCD1;ACAA1;AHCY;APEX1;APOBEC3C;BLVRA;BLVRB;COMT;DCPS;DCTPP1;DKC1;ERI3;EXOSC1;EXOSC4;EXOSC5;FAH;FEN1;GPX1;GSK3A;HINT1;HMOX2;HSF1;KHSRP;LSM2;LSM4;MAPKAPK2;MGAT1;MTHFS;MYD88;NBDY;NT5C3B;NUDT1;OAS2;PCBD1;PDE4A;POLR2G;PPP2R1A;PSMA7;PSMB10;PSMB4;PSMB5;PSMB6;PSMC3;PSMD10;PSMD2;PSMD3;PSMD8;PSMD9;PSME1;PSME2;PSMF1;PYM1;RBM8A;RNASEH2A;RNH1;RPL10;RPL10A;RPL11;RPL12;RPL13;RPL13A;RPL14;RPL15;RPL18;RPL18A;RPL19;RPL23;RPL23A;RPL24;RPL26;RPL27;RPL27A;RPL28;RPL29;RPL3;RPL30;RPL31;RPL32;RPL34;RPL35;RPL35A;RPL36;RPL37;RPL37A;RPL4;RPL41;RPL5;RPL6;RPL7;RPL7A;RPL8;RPL9;RPLP0;RPLP1;RPLP2;RPS11;RPS12;RPS14;RPS15;RPS15A;RPS16;RPS17;RPS18;RPS19;RPS2;RPS20;RPS21;RPS23;RPS27;RPS28;RPS29;RPS3;RPS5;RPS6;RPS7;RPS8;RPS9;SERBP1;SNX17;TNFSF13;TRIR;UBA52;UBB;VCP;XRN2;YBX1;YWHAH
348,GO_INTRACELLULAR_TRANSPORT,4.3262281088617455e-20,264,881,1367,ABCD1;ABCG1;ACAA1;ACOT2;ACOT4;ACTR1A;AIP;ALYREF;AP1S1;AP2M1;AP2S1;AP3D1;AP5S1;ARF1;ARF3;ARF5;ARL11;ATP5F1A;ATP5F1B;ATP5MC1;ATP5MC2;ATP5MF;B3GAT3;BANF1;BET1L;BID;BLOC1S1;BLOC1S4;CALR;CAPZB;CCDC22;CDC37;CDK5;CHMP1A;CHMP2A;CLTA;COPA;COPE;COPG1;COPZ1;COX5B;CTSC;CYC1;DCTN2;DCTN3;DENND1A;DNAJC30;DYNLRB1;ECH1;EDEM2;EHD4;EIF5A;EIPR1;EMD;ERGIC1;ERGIC3;ERP29;FIS1;FLOT2;GET3;GLE1;GSK3A;GSTK1;HMGA1;HMGCL;HNRNPA1;HTRA2;IL13;IL13RA2;IPO13;IPO5;ITGB2;KATNB1;KDELR1;KDELR2;KHDRBS1;LAMTOR1;LAT2;LMAN2;MAIP1;MAP1S;MAP2K1;MAP2K2;MFN2;MGRN1;MIEF1;MSN;NDC1;NGFR;NUCB1;NUP188;NUTF2;OAZ1;OS9;OXA1L;PARK7;PEF1;PEX14;PEX16;PEX19;PHB2;PPP6R1;PREB;PRKACA;PRKAG1;RAB13;RAB1B;RAB20;RAB29;RAB33A;RAB34;RAB35;RAB5C;RAB8A;RANBP1;RBM8A;RHOD;RILP;RNF126;ROMO1;RPH3AL;RPL10;RPL10A;RPL11;RPL12;RPL13;RPL13A;RPL14;RPL15;RPL18;RPL18A;RPL19;RPL23;RPL23A;RPL24;RPL26;RPL27;RPL27A;RPL28;RPL29;RPL3;RPL30;RPL31;RPL32;RPL34;RPL35;RPL35A;RPL36;RPL37;RPL37A;RPL4;RPL41;RPL5;RPL6;RPL7;RPL7A;RPL8;RPL9;RPLP0;RPLP1;RPLP2;RPS11;RPS12;RPS14;RPS15;RPS15A;RPS16;RPS17;RPS18;RPS19;RPS2;RPS20;RPS21;RPS23;RPS27;RPS28;RPS29;RPS3;RPS5;RPS6;RPS7;RPS8;RPS9;RRS1;RTN2;SAE1;SAMM50;SEC13;SEC24D;SGTA;SLBP;SLC25A20;SLC25A6;SLC66A2;SNAPIN;SNRPB;SNRPD2;SNUPN;SNX11;SNX12;SNX17;SNX3;SNX8;SPCS1;SREBF2;SRP14;SRP68;SRSF9;SSNA1;SSR2;STOML2;STX10;STXBP2;SUN2;SYS1;SYVN1;TBC1D10A;TBC1D22A;TBC1D25;TGFA;TGFB1;THOC5;TIMM17B;TIMM8B;TM9SF4;TMED10;TMED3;TMED9;TOMM40L;TOMM7;TRAPPC1;TRAPPC2L;TRAPPC3;TRAPPC9;TRIM28;TSPO;TUBA1B;U2AF2;UBA52;UBB;UBE2D2;UBE2J2;UBE2L3;UBL5;UNC93B1;UXT;VCP;VPS11;VPS18;VPS25;VPS26B;VPS33A;VPS37C;WDR81;XPO6;YIF1A;YIF1B;YKT6;YWHAE;YWHAH;YWHAQ;ZDHHC12;ZDHHC24;ZDHHC4
270,GO_ENVELOPE,1.4924764215500142e-19,192,581,1367,ABCB7;ABCD1;AGPAT3;AK2;ALG14;ANXA4;APEH;ATP5F1A;ATP5F1B;ATP5MC1;ATP5MC2;ATP5MF;ATRAID;AURKAIP1;BAK1;BANF1;BCL2L13;BID;BLOC1S1;CALR;CARD19;CDK4;CHCHD1;CHCHD2;CHCHD5;CHMP2A;CIAPIN1;CISD1;COA4;COA7;COASY;COX10;COX14;COX15;COX4I1;COX5B;COX6A1;COX7C;COX8A;CTDNEP1;CYC1;DMAC1;DMAC2;DNAJC30;DTX2;EIF5A;EMD;ERAL1;FAF1;FIS1;FPGS;GAPDH;GCAT;GCHFR;GHDC;GLE1;GOT2;GPX4;HIGD2A;HK1;HTRA2;IPO5;IVD;MAD1L1;MAD2L1BP;MAIP1;MFN2;MGST2;MGST3;MICOS13;MICU1;MIEF1;MLX;MPC1L;MPV17L2;MRPL10;MRPL11;MRPL12;MRPL15;MRPL17;MRPL23;MRPL24;MRPL27;MRPL28;MRPL3;MRPL34;MRPL36;MRPL37;MRPL4;MRPL51;MRPL54;MRPL57;MRPL9;MRPS11;MRPS12;MRPS15;MRPS16;MRPS18A;MRPS18B;MRPS2;MRPS24;MRPS27;MRPS34;MRPS7;MTLN;MUL1;MVP;NDC1;NDUFA11;NDUFA12;NDUFA2;NDUFA8;NDUFAF3;NDUFB10;NDUFB11;NDUFB2;NDUFB6;NDUFB7;NDUFC1;NDUFS6;NDUFS7;NDUFS8;NME2;NOC4L;NRM;NUDT1;NUP188;NUTF2;OGDH;OXA1L;PARK7;PARP1;PARP16;PHB;PHB2;PRELID1;PTGES;PTPMT1;RANBP1;RCC1;RMDN3;RNF5;ROMO1;RPS3;RTCB;S100A6;SAMM50;SDHA;SEC13;SHISA5;SHMT2;SIGMAR1;SLC22A18;SLC25A11;SLC25A20;SLC25A22;SLC25A23;SLC25A26;SLC25A3;SLC25A39;SLC25A5;SLC25A6;SNUPN;STING1;STMP1;STOML2;SUN2;SUOX;TFPT;TIMM17B;TIMM8B;TMBIM6;TMC6;TMEM11;TMEM14C;TOMM40L;TOMM7;TOR1A;TOR2A;TRAP1;TSPO;UBA52;UBB;UBE2I;UBIAD1;UQCR10;UQCR11;UQCRC1;UQCRQ;VAT1;WDR3;YBX1
50,GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ORGANELLE,2.2440296025659197e-19,123,313,1367,ACAA1;ACOT2;ACOT4;AIP;AP3D1;BID;CCT3;CCT4;CCT7;CCT8;DKC1;ECH1;FIS1;GET3;GSK3A;GSTK1;HK1;HMGCL;HTRA2;IPO13;IPO5;MAIP1;MFN2;NABP2;NMT1;NUP188;NUTF2;OXA1L;PEX14;PEX16;PEX19;PHB2;ROMO1;RPL10;RPL10A;RPL11;RPL12;RPL13;RPL13A;RPL14;RPL15;RPL18;RPL18A;RPL19;RPL23;RPL23A;RPL24;RPL26;RPL27;RPL27A;RPL28;RPL29;RPL3;RPL30;RPL31;RPL32;RPL34;RPL35;RPL35A;RPL36;RPL37;RPL37A;RPL4;RPL41;RPL5;RPL6;RPL7;RPL7A;RPL8;RPL9;RPLP0;RPLP1;RPLP2;RPS11;RPS12;RPS14;RPS15;RPS15A;RPS16;RPS17;RPS18;RPS19;RPS2;RPS20;RPS21;RPS23;RPS27;RPS28;RPS29;RPS3;RPS5;RPS6;RPS7;RPS8;RPS9;SAE1;SAMM50;SGTA;SLC25A6;SNUPN;SPCS1;SREBF2;SRP14;SRP68;TGFB1;TIMM17B;TIMM8B;TOMM40L;TOMM7;TRIM28;TSPO;UBA52;UBB;UBE2D2;UBE2J2;UBE2L3;UBL5;VPS11;VPS25;VPS37C;YWHAE;YWHAH;YWHAQ
162,GO_MACROMOLECULE_CATABOLIC_PROCESS,4.0224234866660016e-18,204,647,1367,ADRA2A;ADRM1;ALAD;AMFR;ANAPC11;AP2M1;AP2S1;APEX1;ARAF;ATG7;ATRAID;BAG6;CCDC115;CCDC22;CDK5;CHIA;CLPP;CLTA;CSNK1A1;CST3;CTSC;CTSH;DCAF11;DCPS;DDA1;DDB1;DKC1;DMAC2;EDEM2;EEF1A1;ERI3;ERLIN1;EXOSC1;EXOSC4;EXOSC5;FAF1;FEN1;GLB1;GNA12;GPX1;GSK3A;HEXA;HSF1;HSP90AB1;HTRA2;HYAL3;ISG15;KAT5;KCTD17;KHSRP;LONP1;LSM2;LSM4;LYPLA2;MAD2L2;MAGEA2B;MAPKAPK2;MSN;MYD88;NAGLU;NAPSA;NBDY;NEDD8;NT5C3B;OAS2;OAZ1;OS9;PARK7;PDCL3;PHB;POLR2G;PPP1CA;PPP2R1A;PRKACA;PRPF19;PSMA7;PSMB10;PSMB4;PSMB5;PSMB6;PSMC3;PSMD10;PSMD2;PSMD3;PSMD8;PSMD9;PSME1;PSME2;PSMF1;PYGB;PYM1;RACK1;RAD23A;RBM8A;RELA;RHBDD2;RILP;RNASEH2A;RNF126;RNF167;RNF4;RNF41;RNF5;RNH1;RPL10;RPL10A;RPL11;RPL12;RPL13;RPL13A;RPL14;RPL15;RPL18;RPL18A;RPL19;RPL23;RPL23A;RPL24;RPL26;RPL27;RPL27A;RPL28;RPL29;RPL3;RPL30;RPL31;RPL32;RPL34;RPL35;RPL35A;RPL36;RPL37;RPL37A;RPL4;RPL41;RPL5;RPL6;RPL7;RPL7A;RPL8;RPL9;RPLP0;RPLP1;RPLP2;RPS11;RPS12;RPS14;RPS15;RPS15A;RPS16;RPS17;RPS18;RPS19;RPS2;RPS20;RPS21;RPS23;RPS27;RPS28;RPS29;RPS3;RPS5;RPS6;RPS7;RPS8;RPS9;SDF2L1;SERBP1;SF3B3;SGTA;SHARPIN;SIRT2;SLC9A1;SNX12;SNX3;SYVN1;TGFB1;TIMP1;TNFSF13;TOR1A;TRIR;UBA1;UBA52;UBB;UBE2D2;UBE2D4;UBE2I;UBE2J2;UBE2L3;UBE2L6;UBE2S;UBE2Z;UBE3C;UBL7;UBQLN4;USP11;USP5;VCP;VPS11;VPS25;VPS37C;WDR81;XRN2;YBX1
