,go,pv,k,n,N,genes
35,GO_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS,0.0038244348261128247,6,15,837,IL1B;LPL;PTPN1;PTPN2;PTPRE;SOCS3
285,GO_CATALYTIC_COMPLEX,0.003869086647228094,91,628,837,ABAT;ARMC8;ATG5;BAZ1A;BCAS2;BCCIP;BCKDHB;BUD31;CCDC103;CCNH;CCNK;CDC26;CDK9;CHUK;CUL1;CYBB;DCAF13;DDB2;DERL2;DHTKD1;DYNLT3;EME1;ENO3;EXOSC9;FRG1;GOLGA7B;GPD2;GTF2A2;GTF2F2;IER5;KAT8;KBTBD8;KLHL2;MAGOH;MBD2;MCCC1;MPHOSPH6;MT-ND1;NAA11;NAA15;NCF1;NDUFV3;NRBF2;NUS1;OTULIN;PDHA1;PDK1;PHF1;PHKG2;PIGA;PIK3CB;PIK3R5;PNPT1;POLD3;POLR2D;POLR2K;POLR3G;POP1;PPP1R15B;PSMA1;PSMA3;PSMC6;PSMD12;PSMD6;PSME4;RABGGTB;RBM15;RIOK1;RNF19B;RRM2B;SEC11C;SHOC2;SNRPA1;SNRPB2;SNRPD1;SNW1;SOCS3;SRSF1;SUPV3L1;TAF9;TEX10;TGFBR1;TICAM1;TRMT10C;TRMT6;UBE2D1;UBE2V1;USP14;VHLL;WTAP;ZSWIM6
323,GO_SEQUESTERING_OF_TRIGLYCERIDE,0.0040226311178110105,4,7,837,IL1B;LPL;PLIN5;TNF
333,GO_NATURAL_KILLER_CELL_CHEMOTAXIS,0.0040226311178110105,4,7,837,CCL2;CCL3;CCL4;CCL7
120,GO_POSITIVE_REGULATION_OF_T_HELPER_1_TYPE_IMMUNE_RESPONSE,0.0040226311178110105,4,7,837,CD80;IL1B;IL23A;SLC11A1
319,GO_MIRNA_CATABOLIC_PROCESS,0.0040226311178110105,4,7,837,LIN28A;PARN;PNPT1;ZC3H12A
54,GO_REGULATION_OF_TOLERANCE_INDUCTION,0.0040226311178110105,4,7,837,CD274;CLC;IL2RA;IRAK3
3,GO_REGULATION_OF_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY,0.004087689254745699,9,30,837,BCL10;FCGR2B;KCNN4;MALT1;PTPN2;PTPN22;PTPRC;RUNX1;STAP1
280,GO_NUCLEAR_SPECK,0.004227712274720117,32,179,837,AK6;ASCC2;ATP6V0A1;BASP1;BCAS2;BMP2K;COPS4;EAF2;IFI16;MAGOH;MBD4;NFKBIZ;PARN;PATL1;POLR2D;PRPF4;PRPF40A;PSME4;RBM15;SMNDC1;SNRPA1;SNRPB2;SNW1;SRP54;SRSF1;SRSF2;SRSF6;STK17A;TOE1;U2AF1L4;WTAP;ZBTB18
184,GO_MACROPHAGE_CHEMOTAXIS,0.004304014873029933,7,20,837,AKIRIN1;C5AR1;CCL2;CCL3;CSF1;CYP19A1;STAP1
248,GO_POSITIVE_REGULATION_OF_INTERLEUKIN_10_PRODUCTION,0.004304014873029933,7,20,837,BCL3;CD274;CD83;CLEC7A;IL23A;IRF4;TLR2
39,GO_REGULATION_OF_MACROPHAGE_ACTIVATION,0.004322680086460476,8,25,837,CCL3;FCGR2B;IL4R;LRRK2;PTPRC;STAP1;TLR6;ZC3H12A
130,GO_POSITIVE_REGULATION_OF_INTERLEUKIN_1_PRODUCTION,0.004322680086460476,8,25,837,CCL3;CLEC7A;IFI16;LPL;MALT1;NLRP12;ORM1;ORM2
83,GO_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY,0.004364071349272665,20,97,837,BCL10;CHUK;CLEC7A;FGG;IRAK3;IRF4;ITGAM;OTULIN;PTPN22;RIOK3;S100A8;SMPDL3B;TICAM1;TLR2;TLR6;TNIP3;TREML4;UBC;UBE2D1;UBE2V1
191,GO_MONOCARBOXYLIC_ACID_TRANSPORT,0.0043805100846183425,14,59,837,ABAT;ACSL1;AKR1C1;FABP3;IL1B;MPC1;SLC10A2;SLC16A10;SLC16A6;SLC16A7;SLC5A6;SLC5A8;SLC6A12;SLCO1B3
374,GO_REGULATION_OF_LIPID_LOCALIZATION,0.004392089952530332,13,53,837,CRY1;CYP19A1;EGF;FABP3;IL1B;LPL;NUS1;PLIN5;PON1;PTPN2;SCARB1;TNF;ZC3H12A
150,GO_RESPONSE_TO_EXTRACELLULAR_STIMULUS,0.00443147737336353,35,201,837,ACSL1;ALDH3A1;ALPL;ATG5;BCKDHB;BCL10;CYBB;CYP1A1;DNM1L;FADS1;FAS;FOSL1;GDAP1;HAT1;IFI16;IL1B;LCN2;LPL;LRRK2;MBD2;MIOS;OPA1;P2RX1;P2RX5;PON1;PTGS2;PTPRC;RRAGD;SCTR;SEH1L;SLC25A25;SNW1;TPH2;UPP1;ZC3H12A
108,GO_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS,0.0045990750526050395,17,78,837,CRY1;ECD;EGF;ENTPD5;GNMT;LHCGR;MIDN;NLN;NUP58;PDK1;PDK3;PHKG2;PTAFR;PTPN2;RUBCNL;SEH1L;ZMPSTE24
93,GO_NEGATIVE_REGULATION_OF_TRANSPORT,0.004653747887362305,31,173,837,ABAT;ADTRP;ARG2;ATG5;C5AR2;CD84;CHP1;CRY1;DERL2;EGF;FCGR2B;IL1B;IL1R2;KCNE1;LIF;LILRB1;LRRK2;MIDN;NLRP12;OSM;PTGS2;PTPN22;SDCBP;STK39;TFF2;TLR2;TLR6;TNF;TNFRSF21;UBE2G2;ZC3H12A
115,GO_ORGANIC_ACID_METABOLIC_PROCESS,0.004697058040093445,78,529,837,ABAT;ACADSB;ACADVL;ACOT11;ACSL1;ADPGK;ADTRP;AKR1C1;ALDH6A1;ALOXE3;ARG2;B3GNT7;BCAT1;BCKDHB;CD44;CHP1;CSGALNACT2;CTH;CTNS;CYP1A1;CYP4F3;DHTKD1;ECD;EEF1E1;EGF;ENO3;ENTPD5;ERO1A;ETFDH;FABP3;FADS1;FADS6;GLO1;GNMT;GPT;HAL;HGD;IDO2;IL1B;LPL;MCCC1;MPC1;MYO5A;NARS1;NPL;NUP58;ODC1;PADI4;PC;PDHA1;PDK1;PDK3;PLAA;PLIN5;PNP;PON1;PSMA1;PSMA3;PSMC6;PSMD12;PSMD6;PSME4;PTGS2;PTS;RARS1;RDH10;SEH1L;SLC1A3;SLC5A6;STARD4;SULT1C2;TLR2;TPH2;UGT1A10;UGT1A7;UGT2B28;VNN1;VNN2
64,GO_REGULATION_OF_VESICLE_MEDIATED_TRANSPORT,0.004777117795435592,39,231,837,ABL2;ADGRE2;ATG5;BMP2K;C12orf4;CCL2;CD84;CLEC7A;CLTRN;DNM1L;EGF;FCGR2B;FGG;FGR;IL1B;IL4R;ITGAM;LILRB1;LRRK2;MERTK;MICAL1;P2RX1;PDCD6IP;PIK3CB;PLAA;PTAFR;PTPN1;PTPRC;SAR1A;SCARB1;SCFD1;SDCBP;SLC11A1;SLC2A4;STAP1;STX4;TLR2;TNF;VPS41
279,GO_SECRETORY_VESICLE,0.004843886696963989,69,459,837,ADAM10;ADGRG3;ARHGAP9;ARMC8;ATP6V0A1;ATP8B4;BIN2;C5AR1;CD44;CD58;CHIT1;COPS4;CSNK2A2;CTSZ;CXCL1;CYBB;DNM1L;EGF;EQTN;FCAR;FGG;FGR;GPR84;HSPA6;ICA1;IL1B;IQGAP2;IST1;ITGAM;ITGAX;LCN2;LILRB3;LRRK2;MANBA;MMP25;MOSPD2;MYO5A;NHLRC3;OLR1;ORM1;ORM2;P2RX1;PIGR;PNP;PRG2;PSMD12;PSMD6;PTAFR;PTPRC;QPCT;RAP2C;S100A8;S100P;SDCBP;SERPINF2;SIGLEC9;SLC11A1;SLC2A4;STX3;STX4;SYTL3;TCIRG1;TCN1;TCP1;TLR2;TMPRSS4;VNN1;VPS33B;VTI1A
393,GO_PUTRESCINE_METABOLIC_PROCESS,0.005019033404809799,3,4,837,ODC1;SAT1;SAT2
358,GO_PHOSPHORYLATION_OF_RNA_POLYMERASE_II_C_TERMINAL_DOMAIN,0.005019033404809799,3,4,837,CCNH;CCNK;CDK9
390,GO_CCR1_CHEMOKINE_RECEPTOR_BINDING,0.005019033404809799,3,4,837,CCL3;CCL4;CCL7
389,GO_TRNA_ADENINE_METHYLTRANSFERASE_ACTIVITY,0.005019033404809799,3,4,837,TRMO;TRMT10C;TRMT6
321,GO_PANTOTHENATE_METABOLIC_PROCESS,0.005019033404809799,3,4,837,SLC5A6;VNN1;VNN2
311,GO_MITOCHONDRIAL_RNA_3_END_PROCESSING,0.005019033404809799,3,4,837,PNPT1;SUPV3L1;TRMT10C
341,GO_D_AMINO_ACID_TRANSPORT,0.005019033404809799,3,4,837,NFKBIE;SLC1A3;SLC7A10
229,GO_POSITIVE_REGULATION_OF_MEMBRANE_PROTEIN_ECTODOMAIN_PROTEOLYSIS,0.005019033404809799,3,4,837,IL1B;NRDC;TNF
365,GO_INTESTINAL_LIPID_ABSORPTION,0.005019033404809799,3,4,837,AKR1C1;PNLIP;UGCG
347,GO_INTRACELLULAR_DISTRIBUTION_OF_MITOCHONDRIA,0.005019033404809799,3,4,837,DNM1L;LRRK2;OPA1
382,GO_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_CHEMOTAXIS,0.005019033404809799,3,4,837,CCL3;CCL4;CCL7
353,GO_XENOBIOTIC_GLUCURONIDATION,0.005019033404809799,3,4,837,UGT1A10;UGT1A7;UGT2B28
26,GO_CELLULAR_RESPONSE_TO_EXTERNAL_STIMULUS,0.005076076724923077,25,132,837,ATG5;BCL10;CYBB;DNM1L;FADS1;FAS;FOSL1;GDAP1;IFI16;IL1B;LCN2;LPL;LRRK2;MAP3K14;MIOS;OPA1;PTGS2;PTPRC;RRAGD;SEH1L;SNW1;TNFRSF10B;TNFSF14;UPP1;ZC3H12A
288,GO_SIDE_OF_MEMBRANE,0.005080257800596536,31,174,837,BDH1;BTNL10;CCR3;CD163;CD274;CD80;CD83;CD86;CD8A;CHUK;CSF3R;CYTH1;DIABLO;EPB41;FCGR2B;FGG;FGR;IL2RA;ITGAM;LILRB1;LRRK2;P2RX1;PTPN1;PTPN22;PTPRC;SLC2A4;SPPL2A;SYAP1;TNF;TNFRSF13C;TNFRSF9
392,GO_MOLECULAR_TRANSDUCER_ACTIVITY,0.005137662387980695,61,398,837,ADGRE2;ADGRF1;ADGRG3;C5AR1;C5AR2;CCR3;CD44;CD80;CD86;CD8A;CHRNA1;CHRND;CLEC7A;CRHR2;CRY1;CSF2RB;CSF3R;EGF;FAS;FCGR2B;GPR15;GPR150;GPR84;HTR3B;IFNAR2;IFNLR1;IL1R2;IL2RA;IL4R;IL9R;ITGAX;JMJD6;LHCGR;LILRB1;LILRB3;LRP8;MERTK;OR2A1;OR52K1;OR56A3;OR8G5;P2RX1;P2RX5;PIGR;PTAFR;PTPRC;PTPRE;RGR;RRH;SCARB1;SCTR;SLC20A1;TAS2R60;TGFBR1;TLR2;TLR6;TNFRSF10B;TNFRSF10D;TNFRSF9;TREML2;TREML4
105,GO_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION,0.005141418543029516,21,105,837,ADAM17;CD44;CD80;CLCF1;EGF;HBEGF;IL23A;IL24;LIF;LRP8;NCF1;OSM;PTPN1;PTPN2;PTPRC;RAP2C;SAMSN1;SOCS3;STAP1;TEC;TNF
356,GO_POSITIVE_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS,0.005177806746501428,12,48,837,EGF;ENTPD5;IL1B;LHCGR;PHKG2;PLIN5;PTAFR;PTGS2;PTPN2;RDH10;STARD4;TNF
227,GO_LIPID_STORAGE,0.00520368223213358,9,31,837,CRY1;IL1B;LPL;PLIN5;PTPN2;SCARB1;STARD4;TNF;ZC3H12A
87,GO_REGULATION_OF_IMMUNOGLOBULIN_PRODUCTION,0.00520368223213358,9,31,837,CGAS;CLCF1;FCGR2B;IL4R;PTPRC;SHLD2;SHLD3;STX4;TNF
233,GO_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS,0.0052707819352268825,17,79,837,ADAM17;CHUK;CSF1;IFNAR2;IL1R2;IRAK3;OTULIN;PTPN1;PTPN2;PTPRC;RUNX1;SOCS3;SPPL2A;STAP1;TAF9;TLR2;TNF
266,GO_CELLULAR_RESPONSE_TO_ABIOTIC_STIMULUS,0.005545112637544702,24,126,837,BCL10;CASP9;CHP1;CNGB1;CRY1;DDB2;ECT2;FAS;HUS1;IFI16;IL1B;LIG4;MAP3K14;POLD3;PTAFR;PTGS2;RAD9B;RGR;RRH;SLC2A4;STK39;TNFRSF10B;TNFSF14;ZMPSTE24
376,GO_TUMOR_NECROSIS_FACTOR_SECRETION,0.005551571083364854,6,16,837,ARG2;LPL;LRRK2;ORM1;ORM2;ZC3H12A
194,GO_MEMBRANE_PROTEIN_ECTODOMAIN_PROTEOLYSIS,0.005551571083364854,6,16,837,ADAM10;ADAM17;IL1B;NRDC;SPPL2A;TNF
253,GO_REGULATION_OF_NEUTROPHIL_MIGRATION,0.005551571083364854,6,16,837,C5AR1;C5AR2;CXCL8;IL23A;MOSPD2;MPP1
10,GO_NCRNA_CATABOLIC_PROCESS,0.005551571083364854,6,16,837,EXOSC9;LIN28A;PARN;PNPT1;POP1;ZC3H12A
74,GO_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,0.005553356779087607,16,73,837,BCL10;CHUK;FGG;IRAK3;IRF4;ITGAM;PTPN22;S100A8;SMPDL3B;TICAM1;TLR2;TLR6;TNIP3;TREML4;UBC;UBE2D1
164,GO_NEGATIVE_REGULATION_OF_T_CELL_PROLIFERATION,0.0056473505800297315,8,26,837,ARG2;CD274;CD80;CD86;GPNMB;IL2RA;LILRB1;TNFRSF21
56,GO_CELLULAR_KETONE_METABOLIC_PROCESS,0.005761097338354784,21,106,837,ACADVL;AKR1C1;CYP19A1;FABP3;GLO1;GPD2;IDO2;IL1B;ODC1;PDK1;PDK3;PLIN5;PSMA1;PSMA3;PSMC6;PSMD12;PSMD6;PSME4;PTGS2;RDH10;STARD4
350,GO_POSITIVE_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,0.005761097338354784,21,106,837,ADGRF1;BCL10;BUD31;CARD14;CEBPG;CHUK;CTH;FOSL1;GTF2A2;IL1B;IRAK3;LRP8;MALT1;NFKB2;S100A8;TICAM1;TLR2;TLR6;TNF;UBC;UBE2V1
22,GO_REGULATION_OF_LEUKOCYTE_APOPTOTIC_PROCESS,0.005765593811556616,10,37,837,ADAM17;ARG2;BCL10;BIRC7;CD274;LILRB1;MERTK;NFKBID;PIK3CB;TCP1
177,GO_T_CELL_MIGRATION,0.005847295842750993,7,21,837,ADAM10;ADAM17;CCL2;CCL3;GPR15;STK39;TNFSF14
256,GO_B_CELL_RECEPTOR_SIGNALING_PATHWAY,0.005847295842750993,7,21,837,FCGR2B;KLHL6;PTPN22;PTPRC;RUNX1;STAP1;TEC
72,GO_NEGATIVE_REGULATION_OF_INTERLEUKIN_6_PRODUCTION,0.005847295842750993,7,21,837,C5AR2;IRAK3;NLRP12;ORM1;PTPN22;TNF;ZC3H12A
13,GO_ANTIMICROBIAL_HUMORAL_RESPONSE,0.006071051462526389,11,43,837,BCL3;CXCL1;CXCL2;CXCL3;CXCL5;CXCL8;LCN2;PI3;PPP2R3C;S100A8;SLC11A1
364,GO_RECEPTOR_SIGNALING_PATHWAY_VIA_STAT,0.006148498572712805,13,55,837,BCL3;CCL2;CLCF1;EGF;IFNAR2;IL23A;IL24;LIF;OSM;PTPN2;PTPRC;SOCS3;TNF
156,GO_NEGATIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,0.006181463695842296,12,49,837,CYP19A1;FCGR2B;IL1R2;IL2RA;NLRP12;OTULIN;PSMA1;PTPN2;PTPRC;SMPDL3B;SOCS3;ZC3H12A
168,GO_ORGANIC_ACID_TRANSMEMBRANE_TRANSPORT,0.006181463695842296,12,49,837,CLN8;MPC1;SLC16A10;SLC16A7;SLC1A3;SLC25A13;SLC36A4;SLC38A6;SLC5A6;SLC5A8;SLC6A12;SLC7A10
162,GO_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,0.006195520629041844,25,134,837,BCL3;CASP9;CD44;CUL1;DIABLO;DNM1L;ERO1A;FHIT;IFI16;IVNS1ABP;LRRK2;OPA1;PDK1;PTGS2;PTPN1;PTPN2;RPS27L;RRM2B;S100A8;SNW1;TAF9;TNF;TNFRSF10B;TP63;VNN1
209,GO_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR,0.006541786924835195,9,32,837,BCL3;CD44;FHIT;IFI16;RPS27L;RRM2B;SNW1;TAF9;TP63
80,GO_ANION_TRANSPORT,0.006768629987074889,37,221,837,ABAT;ACSL1;AKR1C1;ATP8B4;BEST1;CA12;CA13;CLN8;CTNS;FABP3;IL1B;KCNN4;MPC1;NFKBIE;PTAFR;SCARB1;SLC10A2;SLC11A1;SLC16A10;SLC16A6;SLC16A7;SLC1A3;SLC20A1;SLC25A13;SLC25A25;SLC26A11;SLC36A4;SLC37A2;SLC38A6;SLC4A9;SLC5A6;SLC5A8;SLC6A12;SLC7A10;SLCO1B3;SLCO4A1;STK39
6,GO_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE,0.006797051576547247,5,12,837,AURKC;ECT2;SEH1L;SPAG5;ZNF207
234,GO_NEGATIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION,0.006797051576547247,5,12,837,ARG2;CD274;IL4R;RUNX1;ZC3H12A
296,GO_MOLECULAR_FUNCTION_REGULATOR,0.006824804120815934,95,673,837,ADAP2;ARFGAP3;ARHGAP40;ARHGAP9;ASAP1;BCCIP;BCL10;BIRC7;BMP2K;CASP9;CCL11;CCL2;CCL3;CCL3L3;CCL4;CCL7;CCNC;CCNH;CCNK;CDC42SE1;CHP1;CLCF1;CMTM2;CSF1;CXCL1;CXCL2;CXCL3;CXCL5;CXCL8;CYTH1;CYTH4;DBF4;DENND2D;DNM1L;ECT2;EGF;EIF5;GPNMB;HBEGF;IL1A;IL1B;IL23A;IL24;IQGAP2;KCNE1;KCNS1;LIF;LRRK2;MACC1;MALT1;MAP3K14;MCF2L2;MTRNR2L10;MTRNR2L8;NCF1;NLRP12;OSM;PHACTR1;PI3;PIK3R5;PITRM1;PLAA;PPP1R15B;PSMD6;PSME4;RABEP1;RALGDS;RASA2;RASGEF1B;RLN3;RPS27L;SERPINA2;SERPINB11;SERPINB8;SERPIND1;SERPINF2;SGK3;SHOC2;SLURP1;SMAP2;SOCS3;STX4;TBC1D29P;TNF;TNFAIP8;TNFSF14;TNFSF8;TNFSF9;UGT1A7;USP14;VAV1;VPS9D1;WFDC12;WFDC5;WFDC8
291,GO_EXTERNAL_SIDE_OF_PLASMA_MEMBRANE,0.006987636457322438,20,101,837,BTNL10;CCR3;CD163;CD274;CD80;CD83;CD86;CD8A;CSF3R;FCGR2B;FGG;IL2RA;ITGAM;LILRB1;P2RX1;PTPRC;SLC2A4;TNF;TNFRSF13C;TNFRSF9
157,GO_ORGANOPHOSPHATE_CATABOLIC_PROCESS,0.00721511431820935,13,56,837,GPCPD1;IMPA1;MBD4;NT5C2;NUDT5;PDE4C;PLA2G4E;PNP;PON1;SCARB1;SMPDL3A;SMPDL3B;UPP1
294,GO_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.0072598265124918,8,27,837,CTNS;SLC16A10;SLC1A3;SLC25A13;SLC36A4;SLC38A6;SLC6A12;SLC7A10
155,GO_POSITIVE_REGULATION_OF_CHEMOKINE_PRODUCTION,0.0072598265124918,8,27,837,ADAM17;CLEC7A;IL1B;IL4R;LPL;TICAM1;TLR2;TNF
135,GO_AMINO_ACID_TRANSPORT,0.007332949617204831,12,50,837,ABAT;CLN8;CTNS;NFKBIE;SLC11A1;SLC16A10;SLC1A3;SLC25A13;SLC36A4;SLC38A6;SLC6A12;SLC7A10
85,GO_REACTIVE_OXYGEN_SPECIES_BIOSYNTHETIC_PROCESS,0.007332949617204831,12,50,837,ARG2;CLEC7A;CTNS;CYBB;CYP1A1;IL1B;PTGS2;SLC25A33;TICAM1;TLR6;TNF;ZC3H12A
340,GO_INTERLEUKIN_8_BIOSYNTHETIC_PROCESS,0.007341574536150141,4,8,837,BCL10;BCL3;CLEC7A;TNF
332,GO_REGULATION_OF_T_CELL_DIFFERENTIATION_IN_THYMUS,0.007341574536150141,4,8,837,FOXN1;NFKBID;PTPN2;VNN1
290,GO_CARBOXY_TERMINAL_DOMAIN_PROTEIN_KINASE_COMPLEX,0.007341574536150141,4,8,837,CCNH;CCNK;CDK9;SNW1
317,GO_ACETYL_COA_BIOSYNTHETIC_PROCESS_FROM_PYRUVATE,0.007341574536150141,4,8,837,MPC1;PDHA1;PDK1;PDK3
383,GO_PROTON_TRANSPORTING_V_TYPE_ATPASE_V0_DOMAIN,0.007341574536150141,4,8,837,ATP6V0A1;ATP6V0A4;ATP6V0D2;TCIRG1
372,GO_REGULATION_OF_PERK_MEDIATED_UNFOLDED_PROTEIN_RESPONSE,0.007341574536150141,4,8,837,PPP1R15B;PTPN1;PTPN2;TMEM33
8,GO_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE_BY_P53_CLASS_MEDIATOR,0.007769101918461778,7,22,837,BCL3;CD44;IFI16;RPS27L;SNW1;TAF9;TP63
140,GO_NEGATIVE_REGULATION_OF_DEFENSE_RESPONSE,0.00777907998222739,17,82,837,ARG2;CYP19A1;FCGR2B;IFI16;IL1R2;IL2RA;IRAK3;LILRB1;NLRP12;OTULIN;PSMA1;PTPN2;PTPRC;RIOK3;SMPDL3B;SOCS3;ZC3H12A
391,GO_ATPASE_ACTIVITY_COUPLED_TO_TRANSMEMBRANE_MOVEMENT_OF_IONS_ROTATIONAL_MECHANISM,0.00778597330778485,6,17,837,ATP6V0A1;ATP6V0A4;ATP6V0D2;ATP6V1C1;ATP6V1C2;TCIRG1
388,GO_U2_TYPE_CATALYTIC_STEP_2_SPLICEOSOME,0.00778597330778485,6,17,837,BCAS2;BUD31;SNRPA1;SNRPB2;SNRPD1;SNW1
399,GO_POSITIVE_REGULATION_OF_NITRIC_OXIDE_METABOLIC_PROCESS,0.00778597330778485,6,17,837,CLEC7A;IL1B;PTGS2;TICAM1;TLR6;TNF
0,GO_POSITIVE_REGULATION_OF_VIRAL_TRANSCRIPTION,0.00778597330778485,6,17,837,CDK9;GTF2F2;NELFCD;POLR2D;POLR2K;SNW1
173,GO_NEUTRAL_LIPID_BIOSYNTHETIC_PROCESS,0.00778597330778485,6,17,837,ACSL1;GK;GPAT3;LPL;PLIN5;SCARB1
99,GO_T_HELPER_1_TYPE_IMMUNE_RESPONSE,0.00778597330778485,6,17,837,BCL3;CD80;IL1B;IL23A;IL4R;SLC11A1
203,GO_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY,0.007813027980735889,20,102,837,BCL10;BIRC7;CASP9;CD44;CLEC7A;DIABLO;FAS;IFI16;MALT1;MICAL1;NLRP12;P2RX1;PTGS2;RPS27L;S100A8;TNF;TNFAIP8;TNFRSF10B;TNFSF14;TP63
44,GO_HOMEOSTATIC_PROCESS,0.008102279871556302,102,734,837,ABAT;ABL2;ACADVL;ACOT11;ACSL1;ADAM17;AKR1C1;ALOXE3;AMPD2;ATG5;ATP6V0A1;ATP6V0A4;ATP6V0D2;ATP6V1C1;ATP6V1C2;BCL10;C5AR1;C5AR2;CA12;CCL11;CCL2;CCL3;CCL7;CCR3;CD52;CEBPG;CHMP2B;CHP1;CHRNA1;CLN8;CLTRN;CNGB1;CRY1;CSF1;CUL1;CYBB;DRAM2;ERO1A;FABP3;FOXN1;GAPT;GLRX3;GNL3;H4C5;H4C6;HRC;HUS1;IL1A;IL1B;IL2RA;IL4R;IRF4;JMJD6;KCNN4;KISS1;LCN2;LIN28A;LIPA;LPL;LRRK2;MERTK;MT1E;MT1H;MYO5A;NCF1;NRDC;NUS1;OPA1;P2RX1;P2RX5;PARN;PDK3;PIGR;PIK3CB;PLAA;PLCB2;POLD3;PPP2R3C;PTBP3;PTGS2;PTPN2;PTPRC;RDH12;S100A8;SCARB1;SCTR;SLC11A1;SLC25A28;SLC2A4;SLC4A9;SLC8B1;STK39;STX4;SWAP70;TCIRG1;TCP1;TFF2;TNF;TNFSF14;TP63;TXNDC2;UGCG
117,GO_TRANSCRIPTION_ELONGATION_FROM_RNA_POLYMERASE_II_PROMOTER,0.008128931238282159,9,33,837,CCNH;CCNK;CDK9;EAF2;GTF2F2;IWS1;NELFCD;POLR2D;POLR2K
385,GO_SPECIFIC_GRANULE_LUMEN,0.008128931238282159,9,33,837,ARMC8;CHIT1;CTSZ;CXCL1;LCN2;ORM1;ORM2;QPCT;TCN1
21,GO_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS,0.008128931238282159,9,33,837,CGAS;IFNLR1;IL1B;IL23A;IL2RA;LILRB1;RIOK3;ZC3H12A;ZMPSTE24
175,GO_RESPONSE_TO_ABIOTIC_STIMULUS,0.008160962189790611,72,493,837,ABAT;ACADVL;ACOT11;ADAM17;ALDH3A1;BACH1;BCL10;BCL3;BEST1;BHLHE40;CASP9;CCL11;CHP1;CNGB1;CRY1;CTNS;CYBB;CYP1A1;DDB2;DNAJC2;DNAJC7;DNM1L;ECT2;ERO1A;FANCD2;FAS;FOSL1;HSPA14;HSPA6;HUS1;IER5;IFI16;IL1A;IL1B;LIG4;LPL;MAP3K14;MBD2;MBD4;NABP1;NUP58;OPA1;PDK1;PDK3;PKD1L1;PLK3;POLD3;POLR2D;PSMA1;PSMA3;PSMC6;PSMD12;PSMD6;PSME4;PTAFR;PTGS2;PTPRC;RAD9B;RGR;RRH;SCFD1;SEH1L;SLC1A3;SLC2A4;STK39;SUV39H2;TLR2;TNF;TNFRSF10B;TNFSF14;UBC;ZMPSTE24
235,GO_ACTIVATION_OF_PROTEIN_KINASE_ACTIVITY,0.008251726806955191,25,137,837,BIRC7;C5AR1;CARD14;CCDC88A;DUSP5;ECT2;EGF;IL1B;IL23A;LRRK2;MALT1;MAP3K14;MAP3K8;PIK3CB;PPP2R3C;PTPN1;PTPRC;SLC11A1;STK39;TGFBR1;TLR6;TNF;TNFRSF10B;UBC;UBE2V1
232,GO_POSITIVE_REGULATION_OF_I_KAPPAB_KINASE_NF_KAPPAB_SIGNALING,0.008314173940933542,16,76,837,BCL10;CHUK;CTH;ECT2;IL1A;IL1B;MALT1;MAP3K14;PIM2;REL;SLC20A1;TICAM1;TLR6;TNF;TNFRSF10B;UBE2V1
1,GO_POSITIVE_REGULATION_OF_KINASE_ACTIVITY,0.008414131351852948,37,224,837,ACSL1;ADAM17;BCL10;BIRC7;C5AR1;CARD14;CCDC88A;CCNK;CSF1;DBF4;DUSP5;ECT2;EGF;FGR;IL1B;IL23A;LRP8;LRRK2;MALT1;MAP3K14;MAP3K8;NCF1;PIK3CB;PIK3R5;PPP2R3C;PTPN1;PTPRC;SLC11A1;STAP1;STK39;SYAP1;TGFBR1;TLR6;TNF;TNFRSF10B;UBC;UBE2V1
4,GO_DIGESTION,0.008578153657384752,10,39,837,AKR1C1;CHIT1;EPB41;GCNT3;KCNN4;PNLIP;SCARB1;STK39;TFF2;UGCG
14,GO_RESPONSE_TO_ORGANOPHOSPHORUS,0.008646412148501753,12,51,837,AKR1C1;ALDH3A1;AQP8;FOSL1;IL1B;KCNE1;MMP19;P2RX1;P2RX5;PNPT1;PTAFR;PTGS2
