,go,pv,k,n,N,genes
49,GO_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS,2.989534188582738e-07,31,107,837,ADAM17;BATF;BCL10;BCL3;CD274;CD80;CD8A;CLC;CLCF1;FCGR2B;GAPT;GCNT3;IL1B;IL23A;IL4R;IRF4;KLHL6;LIG4;LILRB1;MALT1;NFKB2;NFKBID;NFKBIZ;PTPRC;SHLD2;SHLD3;SLC11A1;SWAP70;TCIRG1;TNF;ZC3H12A
273,GO_IMMUNE_EFFECTOR_PROCESS,3.0076506783459253e-07,100,554,837,ADAM10;ADAM17;ADGRE2;ADGRG3;APOBEC3B;ARHGAP9;ARMC8;ATG5;ATP6V0A1;ATP8B4;BATF;BCL10;BCL3;BIN2;C12orf4;C5AR1;C5AR2;CCL3;CD180;CD207;CD44;CD58;CD80;CD84;CD86;CD8A;CEBPG;CGAS;CHIT1;CLC;CLCF1;CTSZ;CXCL1;CYBB;FCAR;FCGR2B;FGR;GAPT;GCNT3;GPR84;HSPA6;IFI16;IFNAR2;IFNLR1;IL1B;IL23A;IL2RA;IL4R;IQGAP2;IRAK3;IRF4;IST1;ITGAM;ITGAX;LCN2;LIG4;LILRB1;LILRB3;MALT1;MANBA;MAP3K14;MMP25;MOSPD2;NFKBID;NFKBIZ;NHLRC3;OLR1;ORM1;ORM2;P2RX1;PIGR;PIK3CB;PNP;POLR3G;PRG2;PSMD12;PSMD6;PTAFR;PTPRC;QPCT;RAP2C;RIOK3;S100A8;S100P;SDCBP;SHLD2;SHLD3;SIGLEC9;SLC11A1;STX4;SWAP70;TCIRG1;TCN1;TICAM1;TLR2;TNF;VAV1;VNN1;ZC3H12A;ZMPSTE24
196,GO_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS,3.0690509891370227e-07,21,57,837,ADAM10;ADAM17;AKIRIN1;C5AR1;C5AR2;CCL2;CCL3;CCL4;CCL7;CSF1;CXCL8;CYP19A1;IL23A;MOSPD2;MPP1;PLA2G7;SLC8B1;STAP1;STK39;SWAP70;TNFSF14
202,GO_POSITIVE_REGULATION_OF_CYTOKINE_BIOSYNTHETIC_PROCESS,3.941552585815943e-07,15,32,837,BCL10;BCL3;CD80;CD86;CEBPG;CLEC7A;CYBB;IL1A;IL1B;IRF4;PTAFR;PTPRC;TICAM1;TLR6;TNF
188,GO_REGULATION_OF_CELL_CELL_ADHESION,3.9983700745145904e-07,40,159,837,ABAT;ADTRP;ARG2;BCL10;CCL2;CD274;CD44;CD80;CD83;CD86;CLECL1;FCGR2B;FGG;GPNMB;GTPBP4;IL1B;IL23A;IL2RA;IL4R;LILRB1;MALT1;MAP3K8;NFKBID;NFKBIZ;PNP;PTAFR;PTPN2;PTPN22;PTPRC;RUNX1;SERPINF2;SWAP70;TNF;TNFRSF13C;TNFRSF21;TNFSF14;TNFSF9;VAV1;VNN1;ZC3H12A
134,GO_POSITIVE_REGULATION_OF_CELL_ACTIVATION,4.478135120866793e-07,38,148,837,BCL10;CCL2;CCL3;CD274;CD80;CD83;CD86;CLCF1;CLEC7A;CLECL1;FGR;IL1B;IL23A;IL2RA;IL4R;ITGAM;LILRB1;LRRK2;MALT1;MAP3K8;NFKBID;NFKBIZ;PNP;PPP2R3C;PTAFR;PTPRC;RUNX1;SHLD2;SHLD3;STAP1;STX4;TICAM1;TLR6;TNFRSF13C;TNFSF14;TNFSF9;VAV1;VNN1
154,GO_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION,5.228771875739558e-07,13,25,837,ARG2;CD274;CD80;CD83;CD86;IL23A;IL4R;IRF4;MALT1;NFKBID;NFKBIZ;RUNX1;ZC3H12A
113,GO_MYELOID_LEUKOCYTE_ACTIVATION,5.390913383678035e-07,68,338,837,ADAM10;ADGRE2;ADGRG3;ARHGAP9;ARMC8;ATP6V0A1;ATP8B4;BATF;BIN2;C12orf4;C5AR1;CCL3;CD44;CD58;CD84;CHIT1;CSF1;CTSZ;CXCL1;CXCL8;CYBB;FCAR;FCGR2B;FGR;GPR84;HSPA6;IL4R;IQGAP2;IRF4;IST1;ITGAM;ITGAX;JMJD6;LCN2;LILRB3;LRRK2;MANBA;MMP25;MOSPD2;NHLRC3;OLR1;ORM1;ORM2;P2RX1;PIGR;PNP;PRG2;PSMD12;PSMD6;PTAFR;PTPRC;QPCT;RAP2C;S100A8;S100P;SDCBP;SIGLEC9;SLC11A1;STAP1;STX4;TCIRG1;TCN1;TICAM1;TLR2;TLR6;TNF;VNN1;ZC3H12A
97,GO_DEFENSE_RESPONSE_TO_OTHER_ORGANISM,6.326810144150052e-07,88,477,837,ADAM17;APOBEC3B;ARG2;ARID5A;BATF;BCL10;BCL3;C5AR1;CCL11;CCL2;CCL3;CCL3L3;CCL4;CCL7;CD180;CD207;CD44;CD58;CD84;CEBPG;CGAS;CHUK;CLEC7A;CSF1;CUL1;CYBB;FCGR2B;FGG;FGR;IFI16;IFI30;IFNAR2;IFNLR1;IL1B;IL23A;IL2RA;IL4R;IRAK3;IRF4;ITGAM;LCN2;LILRB1;LRP8;MALT1;MAP3K14;MATR3;MUC5AC;NCF1;OTULIN;PADI4;POLR3G;PRG2;PSMA1;PSMA3;PSMC6;PSMD12;PSMD6;PSME4;PTAFR;PTPN1;PTPN2;PTPN22;PTPRC;RIOK3;S100A8;SEH1L;SLC11A1;SMPDL3B;SOCS3;SRPK1;STX4;TICAM1;TLR2;TLR6;TNF;TNFSF8;TNIP3;TREML2;TREML4;UBC;UBE2D1;UBE2V1;USP14;VAV1;VNN1;WFDC12;ZC3H12A;ZMPSTE24
377,GO_RESPONSE_TO_CHEMOKINE,6.333653171209554e-07,16,37,837,CCL11;CCL2;CCL3;CCL3L3;CCL4;CCL7;CCR3;CXCL1;CXCL2;CXCL3;CXCL5;CXCL8;RBM15;STK39;TFF2;ZC3H12A
309,GO_CYTOKINE_RECEPTOR_BINDING,7.610511505184574e-07,28,95,837,ADAM17;CCL11;CCL2;CCL3;CCL3L3;CCL4;CCL7;CLCF1;CSF1;CXCL1;CXCL2;CXCL3;CXCL5;CXCL8;IL1A;IL1B;IL23A;LIF;OSM;SDCBP;STAP1;TFF2;TGFBR1;TNF;TNFSF14;TNFSF8;TNFSF9;USP15
197,GO_LEUKOCYTE_CELL_CELL_ADHESION,8.65071872817525e-07,36,140,837,ADTRP;ARG2;BCL10;CCL2;CD274;CD44;CD80;CD83;CD86;CLECL1;FCGR2B;GPNMB;IL1B;IL23A;IL2RA;IL4R;LILRB1;MALT1;MAP3K8;NFKBID;NFKBIZ;PNP;PTAFR;PTPN2;PTPN22;PTPRC;RUNX1;S100A8;TNF;TNFRSF13C;TNFRSF21;TNFSF14;TNFSF9;VAV1;VNN1;ZC3H12A
208,GO_REGULATION_OF_MULTI_ORGANISM_PROCESS,8.715988746610405e-07,69,349,837,APOBEC3B;ARG2;BCL10;CCL3;CCL4;CCNK;CD180;CDK9;CGAS;CHMP2B;CHUK;CLEC7A;CUL1;CXCL8;FCGR2B;FGG;FGR;GTF2F2;IFI16;IFNAR2;IFNLR1;IL1B;IL23A;IL2RA;IRAK3;IRF4;ITGAM;LILRB1;LRP8;MALT1;MATR3;MUC5AC;NELFCD;OTULIN;PC;POLR2D;POLR2K;POLR3G;POU2F3;PPP2R3C;PSMA1;PSMA3;PSMC6;PSMD12;PSMD6;PSME4;PTAFR;PTPN1;PTPN2;PTPN22;RIOK3;S100A8;SMPDL3B;SNW1;SOCS3;SRPK1;TICAM1;TLR2;TLR6;TNF;TNIP3;TREML2;TREML4;UBC;UBE2D1;UBE2V1;VAV1;ZC3H12A;ZMPSTE24
159,GO_REGULATION_OF_T_CELL_DIFFERENTIATION,9.220540577440214e-07,19,51,837,CD80;CD83;CD86;FANCD2;FOXN1;IL23A;IL2RA;IL4R;IRF4;MALT1;NFKBID;NFKBIZ;PNP;PTPN2;PTPRC;RUNX1;TNFSF9;VNN1;ZC3H12A
41,GO_REGULATION_OF_DEFENSE_RESPONSE,9.946967105306019e-07,66,330,837,ARG2;BCL10;CCL3;CGAS;CHUK;CLEC7A;CUL1;CYP19A1;FANCD2;FCGR2B;FGG;FGR;IFI16;IFNAR2;IFNLR1;IL1B;IL1R2;IL23A;IL2RA;IRAK3;IRF4;ITGAM;LILRB1;LPL;LRP8;LRRK2;MALT1;MATR3;MCPH1;MUC5AC;NFKBIZ;NLRP12;OSM;OTULIN;PLA2G7;POLR3G;PSMA1;PSMA3;PSMC6;PSMD12;PSMD6;PSME4;PTGS2;PTPN1;PTPN2;PTPN22;PTPRC;RIOK3;S100A8;SMPDL3B;SOCS3;STAP1;STK39;TICAM1;TLR2;TLR6;TNF;TNIP3;TREML2;TREML4;UBC;UBE2D1;UBE2V1;VAV1;ZC3H12A;ZMPSTE24
182,GO_CYTOKINE_SECRETION,1.1091790085827925e-06,29,102,837,ARG2;ATG5;C5AR2;CCL3;CD274;CD58;CHUK;CLECL1;FCGR2B;FGR;IL1A;IL1B;IL1R2;IL4R;LILRB1;LPL;LRRK2;NLRP12;ORM1;ORM2;OSM;PNP;PTPN22;TCIRG1;TLR2;TLR6;TNF;TNFRSF21;ZC3H12A
128,GO_REGULATION_OF_LYMPHOCYTE_CHEMOTAXIS,1.1736759617965206e-06,9,13,837,ADAM10;ADAM17;CCL2;CCL3;CCL4;CCL7;SLC8B1;STK39;TNFSF14
201,GO_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS,1.3390279519488318e-06,53,247,837,ARG2;BCL10;CD180;CD274;CGAS;CHUK;CLEC7A;CUL1;FCGR2B;FGG;FGR;IFI16;IFNAR2;IFNLR1;IL1B;IL23A;IL2RA;IRAK3;IRF4;ITGAM;LILRB1;LRP8;MALT1;MATR3;MUC5AC;OTULIN;POLR3G;PPP2R3C;PSMA1;PSMA3;PSMC6;PSMD12;PSMD6;PSME4;PTPN1;PTPN2;PTPN22;RIOK3;S100A8;SMPDL3B;SOCS3;TICAM1;TLR2;TLR6;TNIP3;TREML2;TREML4;UBC;UBE2D1;UBE2V1;VAV1;ZC3H12A;ZMPSTE24
257,GO_POSITIVE_REGULATION_OF_INTERLEUKIN_2_BIOSYNTHETIC_PROCESS,1.4804809927630186e-06,7,8,837,CD80;CD86;CLEC7A;IL1A;IL1B;IRF4;PTPRC
198,GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION,1.9321285494856076e-06,45,199,837,ADAM17;BCL10;BCL3;C5AR1;CCL3;CD274;CD58;CD80;CD83;CD86;CEBPG;CGAS;CHUK;CLEC7A;CYBB;FGR;IFI16;IL1A;IL1B;IL23A;IL4R;IRF4;LILRB1;LPL;LRRK2;MALT1;NFKB2;NLRP12;ORM1;ORM2;OSM;POLR2K;POLR3G;PTAFR;PTGS2;PTPN22;PTPRC;RIOK3;RUNX1;SERPINF2;SLC11A1;TICAM1;TLR2;TLR6;TNF
300,GO_CHEMOKINE_ACTIVITY,1.953109510307244e-06,11,20,837,CCL11;CCL2;CCL3;CCL3L3;CCL4;CCL7;CXCL1;CXCL2;CXCL3;CXCL5;CXCL8
371,GO_POSITIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION,2.088015372783316e-06,27,94,837,BCL10;CCL2;CD274;CD44;CD80;CD83;CD86;CLECL1;IL1B;IL23A;IL2RA;IL4R;LILRB1;MALT1;MAP3K8;NFKBID;NFKBIZ;PNP;PTAFR;PTPRC;RUNX1;TNF;TNFRSF13C;TNFSF14;TNFSF9;VAV1;VNN1
200,GO_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION,2.1293548269800634e-06,29,105,837,BCL10;CCL2;CD274;CD44;CD80;CD83;CD86;CLECL1;FGG;IL1B;IL23A;IL2RA;IL4R;LILRB1;MALT1;MAP3K8;NFKBID;NFKBIZ;PNP;PTAFR;PTPRC;RUNX1;SERPINF2;TNF;TNFRSF13C;TNFSF14;TNFSF9;VAV1;VNN1
138,GO_PROTEIN_PHOSPHORYLATION,3.5946305312078134e-06,123,755,837,ABL2;ACSL1;ADAM10;ADAM17;ADCK1;ADTRP;AURKC;BCCIP;BIRC7;BMP2K;C5AR1;C5AR2;CARD14;CCDC88A;CCL11;CCL2;CCL3;CCL3L3;CCL4;CCL7;CCNC;CCNH;CCNK;CD44;CD80;CDC7;CDK9;CDKL2;CHP1;CHUK;CLCF1;CNOT9;CRY1;CRYBA1;CSF1;CSF2RB;CSNK2A2;CUL1;DBF4;DUSP5;ECT2;EGF;FAS;FASTKD1;FCGR2B;FGG;FGR;GPNMB;GRK3;GTPBP4;HBEGF;HRC;HUS1;IL1A;IL1B;IL23A;IL24;IL2RA;IRAK3;KISS1;KLB;LIF;LRP8;LRRK2;MALT1;MAP3K14;MAP3K8;MAPK6;MERTK;MICAL1;MKNK1;MLKL;NCF1;NLRP12;OSM;PDK1;PDK3;PHKG2;PIK3CB;PIK3R5;PIM2;PLK3;PPP1R15B;PPP2R3C;PSCA;PSMA1;PSMA3;PSMC6;PSMD12;PSMD6;PSME4;PTGS2;PTPN1;PTPN2;PTPN22;PTPRC;RAP2C;RASA2;RIOK1;RIOK3;SAMSN1;SDCBP;SERPINF2;SGK3;SLC11A1;SOCS3;SRPK1;STAP1;STK17A;STK39;SYAP1;TEC;TGFBR1;TLR2;TLR6;TNF;TNFRSF10B;UBC;UBE2V1;USP15;WNT16;ZC3H12A;ZMPSTE24
342,GO_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION,3.691200097125185e-06,11,21,837,CD80;CD83;CD86;IL23A;IL4R;IRF4;MALT1;NFKBID;NFKBIZ;RUNX1;ZC3H12A
180,GO_POSITIVE_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION,3.909430977174344e-06,74,398,837,BCL10;BIRC7;C5AR1;C5AR2;CARD14;CCL11;CCL2;CCL3;CCL3L3;CCL4;CCL7;CD44;CD80;CD86;CGAS;CHUK;CSF1;CTH;DNM1L;DUSP5;ECT2;EEF1E1;EGF;FCGR2B;FGG;FGR;GPNMB;HBEGF;IL1A;IL1B;IL23A;KISS1;KLB;LIF;LIN28A;LRRK2;MALT1;MAP3K14;MAP3K8;MIOS;NCF1;NLRP12;OSM;P2RX5;PIK3CB;PIK3R5;PIM2;PTP4A3;PTPN1;PTPN2;PTPN22;PTPRC;REL;RRAGD;S100A8;SCTR;SDCBP;SEH1L;SERPINF2;SHOC2;SLC20A1;STK39;TGFBR1;TICAM1;TLR2;TLR6;TNF;TNFRSF10B;TNFSF14;UBC;UBE2V1;VAV1;WNT16;ZC3H12A
360,GO_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION,4.2181123265091095e-06,24,81,837,ARG2;AZI2;BCL10;BCL3;C5AR2;CCL3;CD274;CD86;CLEC7A;CYBB;GPNMB;IL23A;IRAK3;LILRB1;LPL;LRRK2;ORM1;ORM2;PTAFR;PTPN22;PTPRC;TICAM1;TLR2;ZC3H12A
46,GO_IMMUNE_SYSTEM_DEVELOPMENT,4.718935749675951e-06,72,386,837,ADAM17;ADGRG3;ATG5;AZI2;BATF;BCL3;CASP9;CCL3;CD274;CD80;CD83;CD86;CD8A;CEBPG;CLC;CLCF1;CSF1;CSF3R;DHTKD1;ETV6;FANCD2;FCGR2B;FOXN1;GLO1;H4C5;H4C6;IFI16;IL23A;IL2RA;IL4R;IRAK3;IRF4;JMJD6;KAT8;LIF;LIG4;LILRB1;LILRB3;MALT1;MERTK;NFKB2;NFKBID;NFKBIZ;OSM;PNP;PPP2R3C;PSMA1;PSMA3;PSMC6;PSMD12;PSMD6;PSME4;PTBP3;PTPN2;PTPN22;PTPRC;RBM15;RBM47;RUNX1;SHLD2;SHLD3;SWAP70;TCIRG1;TGFBR1;TLR2;TNF;TNFSF8;TNFSF9;VAV1;VNN1;ZC3H12A;ZMPSTE24
143,GO_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION,4.829959842315859e-06,20,61,837,CD80;CD83;CD86;FANCD2;FOXN1;IL23A;IL2RA;IL4R;IRF4;MALT1;NFKBID;NFKBIZ;PNP;PPP2R3C;PTPN2;PTPRC;RUNX1;TNFSF9;VNN1;ZC3H12A
207,GO_REGULATION_OF_CHEMOTAXIS,5.583215531182632e-06,26,93,837,ADAM10;ADAM17;AKIRIN1;C5AR1;C5AR2;CCL2;CCL3;CCL4;CCL7;CSF1;CXCL8;CYP19A1;IL23A;MOSPD2;MPP1;PLA2G7;PTPN2;SLC8B1;STAP1;STK39;STX3;STX4;SWAP70;TNFSF14;USP14;ZSWIM6
31,GO_ALPHA_BETA_T_CELL_DIFFERENTIATION,5.6613022022905e-06,15,38,837,BATF;BCL3;CD80;CD83;CD86;IL23A;IL4R;IRF4;MALT1;NFKBID;NFKBIZ;PNP;RUNX1;TNFSF8;ZC3H12A
251,GO_RESPONSE_TO_TUMOR_NECROSIS_FACTOR,5.723050602468607e-06,33,133,837,ADAM10;ADAM17;CARD14;CCL11;CCL2;CCL3;CCL3L3;CCL4;CCL7;CD58;CHUK;CXCL8;LCN2;MAP3K14;OTULIN;PSMA1;PSMA3;PSMC6;PSMD12;PSMD6;PSME4;PTGS2;PTPN2;SLC2A4;SPPL2A;TNF;TNFRSF13C;TNFRSF21;TNFRSF9;TNFSF14;TNFSF8;TNFSF9;ZC3H12A
336,GO_INTERLEUKIN_2_BIOSYNTHETIC_PROCESS,6.020118369292945e-06,7,9,837,CD80;CD86;CLEC7A;IL1A;IL1B;IRF4;PTPRC
366,GO_POSITIVE_REGULATION_OF_LYMPHOCYTE_CHEMOTAXIS,6.020118369292945e-06,7,9,837,ADAM10;ADAM17;CCL3;CCL4;CCL7;STK39;TNFSF14
47,GO_REGULATION_OF_T_HELPER_CELL_DIFFERENTIATION,6.6752776923826855e-06,9,15,837,CD80;CD86;IL23A;IL4R;IRF4;MALT1;NFKBID;NFKBIZ;ZC3H12A
152,GO_NIK_NF_KAPPAB_SIGNALING,6.919615591633938e-06,26,94,837,ADGRG3;BCL3;CARD14;CHUK;CUL1;IL1B;IL23A;MALT1;MAP3K14;NFKB2;NLRP12;PSMA1;PSMA3;PSMC6;PSMD12;PSMD6;PSME4;PTP4A3;PTPN22;REL;TLR2;TLR6;TNF;TNFRSF10B;TNFSF14;ZC3H12A
132,GO_REGULATION_OF_ALPHA_BETA_T_CELL_DIFFERENTIATION,7.212777425409998e-06,12,26,837,CD80;CD83;CD86;IL23A;IL4R;IRF4;MALT1;NFKBID;NFKBIZ;PNP;RUNX1;ZC3H12A
302,GO_CHEMOKINE_RECEPTOR_BINDING,7.212777425409998e-06,12,26,837,CCL11;CCL2;CCL3;CCL3L3;CCL4;CCL7;CXCL1;CXCL2;CXCL3;CXCL5;CXCL8;TFF2
5,GO_CYTOKINE_METABOLIC_PROCESS,7.69827064614414e-06,17,48,837,BCL10;BCL3;CD80;CD86;CEBPG;CLEC7A;CYBB;IL1A;IL1B;IRF4;LILRB1;NLRP12;PTAFR;PTPRC;TICAM1;TLR6;TNF
174,GO_POSITIVE_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION,8.264880346990475e-06,15,39,837,CD80;CD83;CD86;IL23A;IL2RA;IL4R;MALT1;NFKBID;NFKBIZ;PNP;PPP2R3C;PTPRC;RUNX1;TNFSF9;VNN1
178,GO_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY,9.129376726560178e-06,59,303,837,ADAM10;ADAM17;ADGRE2;ADGRG3;ARHGAP9;ARMC8;ATP6V0A1;ATP8B4;BIN2;C12orf4;C5AR1;CCL3;CD44;CD58;CD84;CHIT1;CTSZ;CXCL1;CYBB;FCAR;FCGR2B;FGR;GPR84;HSPA6;IL4R;IQGAP2;IST1;ITGAM;ITGAX;LCN2;LILRB3;MANBA;MMP25;MOSPD2;NHLRC3;OLR1;ORM1;ORM2;P2RX1;PIGR;PNP;PRG2;PSMD12;PSMD6;PTAFR;PTPRC;QPCT;RAP2C;S100A8;S100P;SDCBP;SIGLEC9;SLC11A1;STX4;TCIRG1;TCN1;TICAM1;TLR2;VNN1
98,GO_LEUKOCYTE_PROLIFERATION,1.0794072796301077e-05,30,119,837,ARG2;AZI2;CCL7;CD180;CD274;CD80;CD86;CLC;CLCF1;CLECL1;CSF1;FCGR2B;GAPT;GPNMB;IL1B;IL23A;IL2RA;LILRB1;MALT1;PNP;PTPN22;PTPRC;SLC11A1;TCIRG1;TICAM1;TNFRSF13C;TNFRSF21;TNFSF14;TNFSF8;TNFSF9
395,GO_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION,1.0946946830164672e-05,13,31,837,BATF;BCL3;CD80;CD83;CD86;IL23A;IL4R;IRF4;MALT1;NFKBID;NFKBIZ;RUNX1;ZC3H12A
119,GO_POSITIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS,1.1701504347565928e-05,75,417,837,ACSL1;ADAM17;ADTRP;BCL10;BIRC7;C5AR1;C5AR2;CARD14;CCDC88A;CCL11;CCL2;CCL3;CCL3L3;CCL4;CCL7;CCNK;CD44;CD80;CDK9;CLCF1;CNOT9;CSF1;DBF4;DUSP5;ECT2;EGF;ENTPD5;FABP3;FAS;FCGR2B;FGG;FGR;GPNMB;HBEGF;IL1A;IL1B;IL23A;IL24;KISS1;KLB;LHCGR;LIF;LRP8;LRRK2;MALT1;MAP3K14;MAP3K8;NCF1;OSM;PIK3CB;PIK3R5;PPP1R15B;PPP2R3C;PTAFR;PTGS2;PTPN1;PTPN22;PTPRC;RAP2C;SDCBP;SERPINF2;SLC11A1;SOCS3;STAP1;STK39;SYAP1;TEC;TGFBR1;TLR6;TNF;TNFRSF10B;UBC;UBE2V1;WNT16;ZC3H12A
213,GO_REGULATION_OF_CELL_ADHESION,1.2392944267419023e-05,51,252,837,ABAT;ABL2;ADAM10;ADTRP;ARG2;BCL10;CCL2;CD274;CD44;CD80;CD83;CD86;CLECL1;CSF1;CXCL8;CYTH1;CYTIP;FCGR2B;FGG;GPNMB;GTPBP4;IL1B;IL23A;IL2RA;IL4R;LILRB1;MALT1;MAP3K8;NFKBID;NFKBIZ;ONECUT2;PIK3CB;PNP;PTAFR;PTPN2;PTPN22;PTPRC;RND1;RUNX1;SERPINF2;STX3;STX4;SWAP70;TNF;TNFRSF13C;TNFRSF21;TNFSF14;TNFSF9;VAV1;VNN1;ZC3H12A
241,GO_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE,1.2865585507710956e-05,26,97,837,ATG5;BATF;BCL10;CGAS;CLC;CLCF1;FCGR2B;GAPT;GCNT3;IL1B;IL4R;IRAK3;LIG4;LILRB1;MALT1;PTPRC;SHLD2;SHLD3;SLC11A1;STX4;SWAP70;TCIRG1;TICAM1;TLR2;TNF;VPREB3
205,GO_NEGATIVE_REGULATION_OF_CELL_ACTIVATION,1.5926096528660302e-05,22,76,837,ABAT;ARG2;CD274;CD80;CD84;CD86;FCGR2B;FGG;FGR;GPNMB;IL2RA;IL4R;LILRB1;MERTK;NFKBID;PTPN2;PTPN22;PTPRC;RUNX1;SAMSN1;TNFRSF21;ZC3H12A
249,GO_LYMPHOCYTE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,1.5926096528660302e-05,22,76,837,BATF;BCL3;CD180;CD80;CD86;CLCF1;FCGR2B;GAPT;IL23A;IL4R;IRF4;LIG4;LILRB1;MALT1;NFKBID;NFKBIZ;PTPRC;SHLD2;SHLD3;SLC11A1;SWAP70;ZC3H12A
243,GO_POSITIVE_REGULATION_OF_IMMUNE_RESPONSE,1.6114853018112477e-05,65,350,837,BCL10;BTNL10;C5AR1;C5AR2;CD274;CD80;CD86;CGAS;CHUK;CLCF1;CLEC7A;CUL1;FCGR2B;FGG;FGR;IFI16;IL1B;IL23A;IL4R;IRAK3;IRF4;ITGAM;KCNN4;KLHL6;LILRB1;MALT1;MATR3;MUC5AC;NFKBID;NFKBIZ;OTULIN;PIK3CB;POLR3G;PSMA1;PSMA3;PSMC6;PSMD12;PSMD6;PSME4;PTAFR;PTPN2;PTPN22;PTPRC;RIOK3;RUNX1;S100A8;SHLD2;SHLD3;SLC11A1;SMPDL3B;STAP1;STX4;TEC;TICAM1;TLR2;TLR6;TNF;TNFRSF21;TNIP3;TREML4;UBC;UBE2D1;UBE2V1;VAV1;ZC3H12A
86,GO_TAXIS,1.6118684914334812e-05,49,241,837,ADAM10;ADAM17;ADGRE2;AKIRIN1;BIN2;C5AR1;C5AR2;CCL11;CCL2;CCL3;CCL3L3;CCL4;CCL7;CCR3;CMTM2;CSF1;CSF3R;CXCL1;CXCL2;CXCL3;CXCL5;CXCL8;CYP19A1;EGR2;FOSL1;GPNMB;HBEGF;IL1A;IL1B;IL23A;JAML;MOSPD2;MPP1;PIK3CB;PLA2G7;PTAFR;PTPN2;S100A8;SERPIND1;SLC8B1;STAP1;STK39;STX3;STX4;SWAP70;TNFSF14;USP14;VAV1;ZSWIM6
129,GO_REGULATION_OF_RESPONSE_TO_STRESS,1.7230933132680645e-05,101,612,837,ABAT;ADTRP;ARG2;BCL10;BIRC7;CASP9;CCL3;CD44;CDK9;CEBPG;CGAS;CHUK;CLEC7A;CRY1;CUL1;CYP19A1;DERL2;DNAJC2;DNAJC7;EEF1E1;FANCD2;FAS;FCGR2B;FGG;FGR;HBEGF;IER3;IER5;IFI16;IFNAR2;IFNLR1;IL1A;IL1B;IL1R2;IL23A;IL2RA;IRAK3;IRF4;ITGAM;LILRB1;LPL;LRP8;LRRK2;MALT1;MATR3;MCPH1;MUC5AC;NCF1;NFKBIZ;NLRP12;NUP58;OPA1;OSM;OTULIN;PLA2G7;PNPT1;POLR3G;PPP1R15B;PSMA1;PSMA3;PSMC6;PSMD12;PSMD6;PSME4;PTGS2;PTPN1;PTPN2;PTPN22;PTPRC;RIOK3;S100A8;SDCBP;SEH1L;SERPINF2;SHLD2;SHLD3;SMPDL3B;SOCS3;SRSF6;STAP1;STK39;TAF9;TEC;TICAM1;TLR2;TLR6;TMEM33;TNF;TNIP3;TREML2;TREML4;UBC;UBE2D1;UBE2G2;UBE2V1;USP14;VAV1;VNN1;WNT16;ZC3H12A;ZMPSTE24
146,GO_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND,1.785352879091253e-05,104,635,837,ABAT;ABL2;ACSL1;ADAM17;ADNP2;AKR1C1;ALDH3A1;ALPL;APTX;AQP8;ATP6V0A1;ATP6V0A4;ATP6V0D2;ATP6V1C1;ATP6V1C2;BCL10;C5AR1;CASP9;CATSPERB;CCL2;CCL3;CD180;CD274;CD80;CD86;CHUK;CLEC7A;CLTRN;CRHR2;CRY1;CSF2RB;CXCL1;CXCL2;CXCL3;CXCL5;CXCL8;CYBB;CYP1A1;DNM1L;ECT2;EGR2;FABP3;FCGR2B;FOSL1;GDAP1;HTR3B;IL1A;IL1B;IL24;IRAK3;KCNE1;LCN2;LHCGR;LILRB1;LIN28A;LPL;LRP8;LRRK2;MALT1;MBD2;MBD4;MMP19;MT-ND1;MYO5A;NCF1;NFKB2;NFKBIB;OPA1;OSER1;P2RX1;P2RX5;PDK3;PLAA;PLK3;PNPT1;PON1;PPP1R15B;PTAFR;PTGS2;PTPN1;PTPN2;PTPN22;PTPRE;RDH12;RRAGD;S100A8;SCARB1;SLC11A1;SLC25A33;SLC2A4;SNW1;SOCS3;SRSF6;STAP1;STX4;SYAP1;TCIRG1;TGFBR1;TICAM1;TLR2;TLR6;TNF;TNIP3;ZC3H12A
